,data,label
17384,Auch Fenchelgegner sollten das Rezept einmal probieren - die ätherischen Öle mildern sich durch das Dünsten.,0
19615,Ein Backblech oder die Fettpfanne des Backofens mit Alufolie auskleiden und einen Teil der Salzmischung fingerdick darauf ausbreiten.,1
14402,Dazu passt ein knackiger Salat.,0
16544,"(Wer mag, kann auch noch ein paar Mandelblättchen darauf streuen.)Den",1
14794,"Zunächst so viel, dass sich der Satz löst, dann verdampfen lassen, bis es wieder brutzelt und sich wieder ein Ansatz gebildet hat.",1
3137,Aus den Noriblättern kleine Streifen (ca. 2 cm auf 3 cm) schneiden.,1
16842,"Tipp: Wer keinen Soßenbinder mag, kann auch eine Kartoffel in die Soße reiben.",0
248,Mit Basmati servieren.,1
1265,"Den Backofen auf E-Herd 180°C, Umluft 160°Grad, vorheizten.",1
19922,Blattspinat auftauen.,1
19865,"Tipp: Der Feta sollte erst kurz vorm Servieren auf dem Teller zur heißen Suppe gegeben werden, da er im Topf und bei zuviel Hitze schnell zerlaufen kann.",0
20351,Ohne Spiegeleier eine schöne Vorspeise.,0
20003,Wir fangen mit der Hautseite an.,0
5,Limettensaft zugießen und abschmecken.,1
15765,Die Gurken schneidest du in Halbmonde.,1
20456,Dazu passt sehr gut grüner Salat oder Gurkensalat.,0
20147,Als Beilage passt Kartoffelpüree.,0
4817,Zusammendrücken und dann mit der Nahtseite nach unten auf ein feuchtes Backblech setzen.,1
14136,Dazu schmecken Salzkartoffeln oder auch Reis.,0
254,Gemüsewürfel kurz vor Ende der Garzeit zugeben.,1
983,Den Rhabarber in kleine Stücke schneiden.,1
18028,Dazu gibt es Apfelmus.,0
18551,"Die Zubereitung dauert nur wenige Minuten, daher ist es wichtig, dass alle Zutaten vorbereitet sind!!Für",0
19654,Erst ein bisschen - um die Brühe mit der Schwitze zu verbinden und um Klümpchen zu vermeiden - dann die restliche Brühe hineingießen.,1
2873,"Wasser, Sojasoße, Reiswein, süßsaure Soße und Speisestärke verrühren, zum Gemüse geben, aufkochen lassen, abschmecken",1
4613,Tomaten und Mozzarella ebenfalls in Scheiben schneiden.,1
17457,Dazu passt Salat und Baguette mit Kräuterbutter.,0
19620,Als Beilage passen Bandnudeln.,0
20281,Dazu schmeckt am besten Weißbrot.,0
14430,"Als ich noch jünger war, also Ende der Neunziger bzw. Anfang der Zweitausender Jahre war chinesisches Essen voll im Trend und und Chinarestaurants inklusive Lieferdienst schossen an jeder Ecke wie Pilze aus dem Boden.",0
159,Gebt die Kräuter dazu und lasst das ganze 7 – 10 Minuten kochen.,1
20314,Backzeit: 15 min bei 180 Grad,0
19298,"Dazu passt: Reis, Bandnudeln oder Kartoffel.",0
3863,"10 Minuten köcheln lassen, mit Sojasauce und Pfeffer würzen.",1
15284,Danach wurde es zum Symbol für feinste Kochkunst.,0
2705,"In einem Bräter in 2 EL Öl rundherum anbraten, dann mit dem Zitronensaft beträufeln und im Bräter im vorgeheizten Ofen ca. 40 Min. weiterbraten",1
19221,"Dazu passt gegrilltes Gemüse und Reis, aber auch gegrillte (Ofen-) Kartoffeln, auch Couscous, frischer Salat,....",0
1349,3 Min. vor Ende der Kochzeit die Lauchstreifen dazugeben.,1
20447,Die Schwiegereltern nehmen euch für diesen Fisch endlich in die Familie auf!,0
4373,"Nochmals aufkochen lassen, dann mit einem Pürierstab pürieren.",1
18858,"Tipp: Wer es nicht so suppig mag, kann es auch offen köcheln lassen, dann ist das Ergebnis mehr wie ein Eintopf.",0
18504,In Bayern wird gerne ein Semmelknödel in die Suppe gegeben.,0
17936,Dazu passt gut ein Sellerie- oder Knoblauchkartoffelpüree.,0
16936,Darum eignet sich Kasslerkamm (Nacken) am Besten!,0
5057,"Auf die Putenbrust streichen, dabei einen ca. 2 cm breiten Rand frei lassen.",1
33,Olivenöl in einer großen Pfanne erhitzen und Knoblauch und Gemüse darin dünsten,1
3587,Die Zwiebel in dünne Ringe schneiden.,1
19869,Gefäß muss auf jeden Fall einen Deckel haben da sonst die Schote verbrennt.,0
20010,Als Beilage passen Bratkartoffeln und ein Karotten-Mandel-Gemüse.,0
19800,Dazu am besten Reis (z.B. Patna-Reis).,0
13898,Eine Tarteform mit 30 cm Durchmesser einfetten und kalt stellen.,1
3059,Zu einer Rolle von ca. 3 cm Durchmesser formen.,1
16418,"Semmelbrösel durch geriebenes Toastbrot ersetzen, ist lockerer und schmeckt besser.",1
15244,"Tipp: Wer einen Balkon hat und eine Pizza-Pfanne bzw. Friteuse besitzt, kann das Ganze auch auf dem Balkon zubereiten.",0
19547,Von meiner Großmutter,0
4097,Sauce warm halten.3. 4 Minutensteaks vom Rind (à 60 g) trocken tupfen und rundum mit Salz und Pfeffer würzen,1
19806,Das Fleisch soll Farbe nehmen.,0
18336,Ich nehme ca. 3 Eier auf 150g Butter),0
20426,Dabei immer wieder mit einem Esslöffel heißes Butterschmalz auf die obere Schnitzelseite träufeln,1
3335,Brokkoli in Röschen schneiden.,1
1931,"Dann den Schmand einrühren und mit Salz, Zucker und Pfeffer würzen.",1
16328,FleischAls Beilage passt: Semmelknödel oder Stampfkartoffeln,0
17608,"Dazu schmeckt Reis oder Milipap (Maisbrei), wobei wir den Reis bevorzugen.",0
15269,Tipp:Statt Makrelenfilets können auch Sardinenfilets verwendet werden.,0
19568,"Reicht als Hauptspeise (mit Beilage, z.B. Kartöffelchen) für 2 Personen, als Vorspeise für 4.",0
16407,"Passt sehr gut zu italienischen Gerichten, kann aber auch eventuell mit ausgelassenem Speck und Weißbrot eine ganze Mahlzeit sein.",0
17118,Tipp: Die restliche Marinade eignet sich je nach Geschmack und Bedarf sehr gut zum Verlängern der Sauce.,0
20200,Auch das Gemüse kann man je nach Kühlschrankinhalt verändern.,0
2223,"Mit den Gewürzen abschmecken, gehackte Petersilie zugeben und servieren.",1
15830,"Für diese vegetarische Alternative zu Fleischfondue kann man sämtliche Gemüsesorten verwenden, die gut schmecken, schnell gar sind und sich gut aufspießen lassen, z.B. kleine Champignons, in dicke Scheiben geschnittene Zucchini, in Würfel geschnittene Paprikaschoten, Brokkoli- oder Blumenkohlröschen, Zwiebeln.",0
19840,Unser Knaller bei jeder Grillfete.,0
1295,"Kürbiswürfel dazu geben, zehn Minuten köcheln lassen, dann pürieren und mit der gehackten Minze abschmecken.",1
16795,Dazu passt wunderbar Basmati Reis oder Naan.,0
19805,Er macht es sicher gern.,0
14276,Energie- und Nährstoffgehalt:Pro Portion:Energie (kcal): 353Energie (kJ): 1469Eiweiß (g): 23Kohlenhydrate (g): 20Fett (g): 20,0
20161,Als Beilage empfehle ich Kartoffelpüree.,0
17136,Dazu passt Rotwein.,0
19848,Den Schmand als Kleckse auf die Maultaschen geben und sofort servieren,1
272,Den restlichen Parmesan hinzugeben und nochmals durchschwenken.,1
3231,Mit einer Prise Zucker und etwas Salz würzen.2,1
18817,Dazu passt frisches Weißbrot und ein trockener Rotwein.,0
19929,Dazu passt frisches Fladenbrot.,0
16824,Dann jedes Röllchen mit einer Scheibe Bacon umwickeln.,1
16502,"Vorsicht, dickt sehr stark, meist brauche ich nur eine viertel Tasse.",0
371,Die Sauce Hollandaise in einem Topf oder ebenfalls im Ofen erhitzen.,1
19778,Die Bratzeit richtet sich nach der Größe der Gemüse- und Fleischstücke.,0
19995,Dazu passt Gyros und grüner Salat.,0
19428,"Da es sich um ein bretonisches Gericht handelt, ist die richtige Bezeichnung „armoricaine“ und nicht, wie leider auch oft gebraucht „americaine“.",0
19482,Passt super zu Pellkartoffeln oder auch zu Schwarzbrot.,0
20120,Am nächsten Tag nur noch aufwärmen.,1
20109,"Beilagenempfehlung: Kartoffelsemmelknödel (das sind Kartoffelknödel mit Semmelfüllung, wo man auch Pilze zufügen kann), Erdäpfelkroketten, Schwammerstrudel oder Nudeln",0
20448,Nochmal ein bisschen Öl in den Wok geben und den Sesam darin anrösten.,1
19666,"Ein kleiner Tipp: Nach dem Hinzufügen des Essigs die Soße nicht mehr aufkochen lassen, da sie sonst gerinnt.",0
14066,"Dazu passt hervorragend Polenta, die ich wie bei Grießschnitten ca. 1 cm dick auswelle und in Butter goldgelb brate.",0
19967,"Als Beilage passt Basmatireis oder Brot, zum Beispiel indisches Fladenbrot (Paratha).",0
19522,Das Kerngehäuse wird damit fast entfernt!,0
19560,Dazu passen Pellkartoffel oder deftiges Bauernbrot.,0
153,Zitrone auspressen und den Saft über den Fisch geben.,1
3105,Die Tomaten mit kochend heißem Wasser übergießen und häuten.,1
204,Die Beinscheiben waschen und trockentupfen.,1
18102,"Tipp: Dieses Fischgericht ist gerade auch für Kinder und sonstige ""Fisch-Mäkler"" gut geeignet, weil einerseits die Grätengefahr völlig gebannt ist - und andererseits die Fischstruktur fehlt.",0
15536,Der Spargel sollte – wie alle Gemüseanteile – ‚Biss‘ behalten.,0
20048,Eine feuerfeste Form mit etwas Butter ausfetten.,1
19674,Die Lachskoteletts abtupfen und wenn möglich Haut und Mittelgräte entfernen.,1
5081,Alles nochmals für 2-3 Min. bei starker Hitze kochen lassen.,1
1037,Bei schwacher Hitze ca. 20 Minuten ausquellen lassen.,1
5429,"Sahne in einem Topf erhitzen, mit dem Käse vermischen und unter ständigem Rühren einköcheln lassen.",1
19447,"Tipp:Wer gerne scharf isst, nimmt noch Cayennepfeffer oder gleich scharfen Ajvar.",0
2075,Für die Soße die Früchte und Zwiebeln zusammen mit einem Glas Rotwein und etwas Wasser in einen kleinen Kochtopf geben und mit dem Pürierstab fein pürieren.,1
20311,Dazu gibt es Reis mit roten Bohnen.,0
17026,Dazu passt ganz hervorragend ein kleiner Tomatensoßenspiegel.,0
19727,Poularde von der Brustseite her flachdrücken (daher Autobahnhuhn!)Eine,1
1621,"Das Suppengemüse (2 große Möhren, ein Stück Sellerie, eine halbe Stange Porree - das Weiße) und die Zwiebel in gleich große Würfelchen schneiden, den Porree längs halbieren und in Streifen schneiden, Knoblauch und Chilischote hacken.",1
19855,Beilage: Baguette,0
19827,Limettenschale abreiben.,1
19569,"Dazu die Fleischmenge am besten in 3 Etappen braten, immer erst wenden, wenn die Unterseite braun und knusprig ist",1
17314,Toastbrot ausdrücken und passieren;,1
19870,"Den Karpfen am besten frisch kaufen, er sollte nicht leichter als 2 kg sein, eher schwerer.",0
18112,Kurz warten und dann einen Schöpflöffel von dem Erbsenkochwasser unter ständigem Rühren untermengen bis die Masse glatt gerührt ist.,1
91,"Einen gusseisernen Topf erhitzen und das Fleisch (evtl. in mehreren Portionen) darin scharf anbraten, jeweils heraus nehmen und dann das Gemüse mit dem Tomatenmark etwas Farbe nehmen lassen.",1
1369,"Die Äpfel schälen, vierteln, entkernen und in feine Scheibchen schneiden.",1
20386,"Das Rezept ist natürlich nicht von mir, sondern über 20 Jahre alt von dem damals wohl ersten Fernsehkoch Max Inzinger in der ZDF-Drehscheibe.",0
19064,Dazu serviere ich Kartoffelklöße und Salat.,0
593,"Eier verquirlen, mit Salz, Pfeffer und Paprikapulver würzen und über den Kartoffeln verteilen.",1
15848,Als erstes die Kartoffeln vorbereiten.,1
20453,Bei dem Fisch habe ich auf eine Fertigprodukt (Filegro- Rosmarin-Zitrone /Tiefkühkost) zurück gegriffen.,0
20197,Kleiner Tipp: wenn man den fertigen Reis in einen Reisring oder in eine Kuchenform drückt sieht das auf einer Platte super aus.,0
13,"Nach 15 Minuten durchmischen und mit Alufolie abdecken, diese 10 - 15 Minuten vor Ende der Backzeit entfernen, damit das Gemüse ein wenig bräunt, erneut durchmischen und ggf. Feta zerbröckeln und hinzufügen.",1
627,Salz und Zitronenschale zugeben.,1
18519,Dazu passt Risotto und gebratenes Gemüse (z. B. Spitzpaprika).Das,0
18084,"Sollte sie zu dickflüssig sein, weiter Wasser nachfüllen, bis sie schön cremig ist.",1
19660,"Wenn der Käse zerflossen ist, ist der Auflauf fertig.",0
3695,"Gemüse putzen, klein schneiden, den Porree in Streifen schneiden.(vom Porree einen EL zurückbehalten für die Soße)!!!Margarine",1
19608,"Dazu schmeckt ein Dip aus Créme fraîche, Sauerrahm, Salz und frischen Kräutern.",0
24,Butter zugeben.,1
15472,Tipp: Schmeckt auch sehr gut mit Crème fraîche verfeinert.,0
18252,"Soll der Salat etwas gehaltvoller sein, passen etwa 125 g gewürfelter Mozzarella (oder auch halbierte Mozzarellakullern) dazu, dann ist der Salat zwar noch vegetarisch, aber nicht mehr vegan.",0
2167,Die Masse mit Pfeffer und Muskat abschmecken.,1
4769,Den Lachs in dieser Marinade wenden und mindestens 30 Minuten marinieren,1
14318,Falls keine Brühwürfel vorhanden sind (schwer zu bekommen in Deutschland),0
2303,Bei geschlossenem Deckel ca. 10 Minuten schmoren lassen.,1
14500,So werden die Bohnen bekömmlicher.,0
19986,Dazu schmecken z. B. Salzkartoffeln.,0
19530,Diese Bällchen kann man zugedeckt 1 Tag im Kühlschrank aufbewahren.,0
16432,Dazu passt Reis oder Bandnudeln.,0
2265,5 Minuten vor Ende der Garzeit die Erbsen zufügen.,1
3839,"Die Hackfleischbällchen in die Sauce legen, den Deckel schließen und bei milder Hitze ca. 15 Minuten ganz sachte köcheln lassen.",1
15716,Tipp: Statt Kapern klein gehackte Petersilie verwenden.,0
3245,Cabanossi in Scheiben schneiden und mit zwei gepressten Knoblauchzehen scharf anbraten.,1
2419,Währenddessen die Brötchen halbieren.,1
18420,"TIPP: Wem der große Rollbraten zu viel Aufwand ist, der kann 4 kleine Rouladen nehmen und diese dann mit jeweils 1/4 der Füllung füllen.",0
20082,"Unbedingt mal probieren, die Matjes schmecken köstlich.",0
20254,"Zwischendurch Brühe nachgießen (Wem es beliebt, der kann auch gerne mehr Brühe nehmen).Ist das Hack gar, einen wirklich ordentlichen Schuss Rübensirup dazugeben (beim ersten Versuch immer mal wieder probieren, sonst wird es evt. zu süß) und evt. nachsalzen und pfeffern",1
16815,"Als Beilage passt z.B. Naan, Roti Canai oder Reis.",0
1019,Das herausgenommene Gemüse wieder dazugeben.,1
20028,"Mit Pfeffer (ich nehme gerne Orangen- oder Zitronenpfeffer) abschmecken, auf Tellern anrichten und mit klein geschnittenem Serranoschinken bestreuen.",1
17006,Bei ca. 185°C 15 - 20 min. in der Röhre backen.,1
19218,Gurken fest mit Küchengarn umwickeln.,1
17093,"Dazu passt: Tomatensoße und SalatIch gebe zum Rezept oft noch Knoblauch und/ oder kleingeschnittenen, gedämpften Lauch.",0
19498,"Die Bratmethode von der ""kalt gebratenen Gans"" stammt von der legendären dänischen Köchin Frl. Jensen, das Rezept als solches stammt von mir.",0
17678,Bei uns gibt es dazu meist Klöße und Sauerkraut.,0
5369,Zugedeckt bei milder Hitze stocken lassen.,1
2927,"Die Blätter dünn mit Preiselbeeren bestreichen, Kartoffelknödelmasse darauf geben und in den Blättern einwickeln.",1
1907,"Inzwischen das restliche Olivenöl in einer Pfanne erhitzen, die Kürbisstifte darin 5 Minuten braten, dann die Brühe zugießen und weitere 10 Minuten dünsten lassen.",1
19616,"Dazu passt Kartoffelpüree, mit 1 – 2 EL Senf verfeinert.",0
115,Nach der halben Garzeit werden die Erbsen beigefügt.,1
15620,Reste können am nächsten Tag auch kalt wie ein Gazpacho gegessen werden.,0
899,"Butter im Topf schmelzen lassen, das Mehl darin anschwitzen, die Milch nach und nach einrühren.",1
16676,"Tipp:Man kann auch gut gekochte, in Würfel geschnittene Kartoffeln unter die Kohlrabi mischen.",0
19625,Anschließend durch ein Spitzsieb passieren.,1
19274,"Sahne lasse ich aber weg, weil die schöne dunkelbraune Farbe und der Geschmack der Sauce genug ist.",0
2797,"Das Hähnchenbrustfilet waschen, trocken tupfen und anschließend in feine Streifen schneiden.",1
15676,Der Salat kann noch mit Tomatenscheiben garniert werden.,1
20174,"Dies ist notwendig, damit der Rosenkohl auch von innen richtig gar wird.",0
3133,Nudeln kochen.,1
15766,Dazu passt Kartoffelpüree.,0
13871,"Tipp: Ich bereite immer die doppelte Menge (vor allem der Sauce) zu, der Braten schmeckt aufgewärmt noch mal so gut.",0
3359,Das Fleisch am Rand mehrmals leicht einschneiden.,1
19228,Tipp: Bei flach geschnittenen Putenbruststücken kann die Garzeit halbiert werden.,0
20227,"Das Fleisch wird herrlich zart, bleibt innen rosa und hat ein wunderbares Aroma!",0
18882,Auf die fertig gebackenen Fladen streut man anschließend dann Lauchzwiebelringe (bzw. Zwiebelringe) und ich habe noch etwas Pfeffer darüber gestreut.,1
17782,"Dazu passt ein trockener Weißwein, z. B. Pinot Grigiot.",0
19912,"Natürlich können sie auch in der Fritteuse zubereitet werden, dann sind sie schneller fertig.",0
305,"Öl mit Currypulver, Sojasauce und Sesamöl verrühren und ziehen lassen.",1
53,"Die Eier mit Milch, Obers Petersilie und der Hälfte vom Käse vermischen, mit Salz, Pfeffer und Muskat würzen und über die Fülle gießen.",1
17188,Lorbeer und Thymianzweige aus der Suppe nehmen.,1
15107,"Tipp:Pankobrösel sind japanische Semmelbrösel aus rindefreiem, japanischen Weißbrot.",0
19204,Ohne Umluft bei 175 °,0
20292,"Es können auch ganze Tomaten verwendet werden, dann die Flüssigkeit weglassen.",0
19838,"Jede Scheibe noch mal in der Mitte durchschneiden, aber nicht ganz durchschneiden.",1
14227,Getränke-Tipp: herber Apfelwein,0
20346,Die Größe des Fladenbrots entspricht einem kleinen Döner.,0
18896,"Je nach Saison kann man auch ein wenig Gemüse mit anbraten z. B. Paprika, frische Erbsen oder Brokkoli.",0
1061,"Anbraten, dabei ein oder zweimal wenden.",1
5969,Schräg in dünne Scheiben schneiden und in heißem Öl anbraten.,1
146,"Bratbutter in einer Pfanne heiß werden lassen, das Fleisch darin portionenweise je ca. 2 Min. braten, dann herausnehmen.",1
20344,Ich habe ganz viel Knoblauchpulver hinzugefügt.,0
132,Mit Nudeln und Eiercreme auffüllen.,1
20322,Das gegarte Hähnchen mit Thymianzweigen garniert servieren.,1
19117,"Tipp: Das ist so lecker, dass wir es eigentlich gleich als Hauptmahlzeit essen, also Zutaten verdoppeln und genießen.",0
17034,Tipp: Für mehr Soße etwas Sahne oder Gemüsebrühe angießen.,0
19755,Dazu passen Thüringer Klöße und Rotkohl.,0
20411,Mit Risotto servieren.,1
20146,Dann von beiden Seiten grillen!,1
107,"Zwiebelwürfelchen hinterher, kurz mitschwitzen.",1
1535,"Mehrere Male langsam aufgießen, jeweils ca. 5 Minuten einkochen lassen.",1
16460,Die Garzeit ist von der Größe der Kartoffeln abhängig.,0
16453,Tipp: kann auch mit Maronenröhrlingen zubereitet werden und ohne Schinken ist es vegetarisch.,0
14906,Die Rouladen dabei immer mal wenden.,1
17789,Tipp: Dazu passen am besten Kartoffeln und Rosenkohl!,0
20181,Dazu passen sehr gut Zitronennudeln.,0
1979,Einmal aufkochen lassen und dann ohne Deckel für ca. 70 - 100 Minuten in den Backofen stellen.,1
19702,"Beilagen:Rotkohl mit Boskop, Weißweinessig und JohannisbeergeleeWilliams-Christbirnen mit PreiselbeerenKirsch-Chutney mit SenkörnernKartoffelnAlternative:",0
1775,Die Kartoffeln schälen und in dünne Scheiben schneiden.,1
19685,"Ich schneide das Brot durch, röste es ganz kurz in der Pfanne in etwas Öl an, träufle zusätzlich noch etwas Olivenöl auf die Kruste, schichte zuerst die Tomaten auf das Brot, salze und pfeffere, und verteile dann die übrigen Zutaten, also Ei, Sardellen, Paprika usw. darauf.",1
18345,Tipp: Die Rinde des verwendeten Brotes eignet sich gut als Beilage.,0
14948,"Der Fleischtopf:In einem Gulaschtopf etwas Olivenöl und Butter gut erhitzen und den Lorbeer hineinkrümeln (sollte recht klein sein, ggf. vorher im Mörser grob klein stoßen, nicht fein mahlen!).",1
19732,"Das Gericht ist kalorienarm und gut, wenn man etwas abnehmen möchte.",0
20445,Dazu schmeckt frisches Baguette oder Pain de Campagne.,0
19373,Dazu passt ein roter Nemea vom Peloponnes.,0
3197,Pinienkerne in einer beschichteten Pfanne ohne Fettzugabe leicht rösten.,1
19767,Als Beilage nehme ich meist Kartoffeln.,0
18602,"Die am besten am Vortag gekochten, geschälten Kartoffeln durch die Presse drücken.",1
19689,"Das bewirkt, dass die Creme-Fraiche bzw. Schmandmasse später auf den Schnitzeln relativ fest bleibt und nicht zerläuft.",0
14010,"Zubereitung des Pfifferlingsragout: Die Lauchzwiebeln schneiden Sie in grobe Würfel, die Pfifferlinge putzen Sie.",1
19950,Schmeckt auch kalt.,0
16642,"Dies ist ein sehr leckeres Rezept meiner Ex-Schwiegermutter, die leider nie richtig damit rausrücken wollte.",0
19,"Eine zerdrückte Knoblauchzehe, 2 Lorbeerblätter und bei mäßiger Hitze 1 Stunde köcheln lassen.",1
487,Zum Schluss in der Pfanne zu Reibekuchen ausbacken.,1
20014,Dazu passen Salz- oder Pellkartoffeln und ein frischer Salat!,0
20352,"Brokkoli kann man vorher erst dämpfen, schmeckt besser.",1
191,"Zum Schluss abschmecken, die Kräuterzweige entfernen.",1
1957,"Sahne in einem Topf unter Rühren erwärmen, Gouda hinzugeben und in der Sahne auflösen lassen.",1
20308,Stiele kreuzweise einschneiden.,1
17359,Tipp: Jeweils ein frisches Salbeiblatt auf jedes Kotelett geben.,0
15704,Die grünen Bohnen abfädeln.,1
1319,"Wenn der Teig zu fest ist, etwas lauwarmes Wasser hinzufügen.",1
3617,"Paprika darin ca. 3 Min. dünsten, Zuckererbsen, Wasserkastanien und Ingwer zufügen, 3 Min. weiterdünsten.",1
19898,Dazu passen z.B. selbstgemachte Spätzle oder Nudeln.,0
20136,"g Kohlehydrate, 45g Eiweiß, 38g Fett",0
19857,Dazu Spätzle oder grüne Nudeln reichen.,1
2699,"Die ausgehöhlten Kürbisse leicht salzen und pfeffern, die Masse hineinfüllen und in eine feuerfeste Form setzen.",1
17309,Dazu passt Salat als Beilage.,0
19160,Dazu passt auch Apfelmus.,0
19567,Dazu passt auch Roastbeef sehr gut.,0
18494,Als Beilage passt hervorragend Kartoffelgratin.,0
3449,Den Backofen auf 200° vorheizen.,1
533,Mozzarella abtropfen lassen und in kleine Würfel schneiden.,1
20355,"Dieses Rezept ist wirklich sehr lecker, allerdings für Leute, die noch nicht so viel Erfahrung mit exotischen Gerichten gemacht haben, gewöhnungsbedürftig.",0
17874,"Aber wer keine Meeresfrüchte mag, kann auch wunderbar geräucherte Entenbrust oder Hühnchensaté als Einlage wählen.",0
20303,"Meine Tochter ist absolut kein ""Gemüse-Esser"", aber diese Nudeln isst sie mit wachsender Begeisterung und sammelt nicht den Porree raus.",0
13911,"Tipp: Dazu reicht man Spätzle, Nudeln oder Reis.",0
14050,Hot-Tipp:Sambal oelek oder klein geschnittene Chilischoten darunter mischen.,0
20364,"Die Apfel-, Zwiebel- und Gurkenstückchen darunter mengen.",1
48,"Aus der Knochenbrühe, 2 Liter Salzwasser und dem geputzten Suppengrün eine Knochenbrühe herstellen.",1
19565,"Die Menge der Milch sollte dabei so gewählt werden, dass ein dickflüssiger, aber nicht zu fester ""Brei"" entsteht.",0
335,"Frühlingszwiebeln putzen, waschen und in feine Ringe schneiden.",1
16264,Zum Kochen bringen und eine Stunde (oder auch ein wenig länger) bei mittlerer Temperatur weiterkochen.,1
20151,"Die Salamischeiben auf eine Cornetform rollen (sie müssen die passende Größe haben, um ca. 1,5 mal um die Form gewickelt werden zu können).Die",1
19969,Wirklich gut geeignet als Vorspeise oder als kleine Speise für zwischendurch.,0
20172,Dazu passt Parfümreis oder geschmacksneutraler Langkornreis.,0
20220,Dazu passt frisches Ciabatta oder Risotto.,0
5561,Wirsing mit Lachs auf Tellern anrichten und mit Dill bestreuet servieren.,1
15837,Dazu passt ein guter Kopfsalat oder ein Eisbergsalat.,0
17287,"Tipp: Vegetarier können den Speck auch weglassen, der Salat schmeckt auch ohne lecker.",0
19543,Dazu schmeckt Ciabatta und/oder Rucolasalat mit süßem Dressing.,0
19722,"Vorarbeit, falls man keinen Kalbsfond hat:Am Vortag einen kleinen Kalbsknochen mit einer Karotte, etwas Lauch (nur das Weiße), einer Scheibe Sellerie, einer Karotte und einigen Pfefferkörnern 2 Stunden leise köcheln.",1
17156,"Tipp: Zügig arbeiten, da der Teig, wenn er länger steht, Wasser abgibt.",0
16222,"Glasnudeln binden aber eine Menge an Würze, sodass der Salat nicht überwürzt ist.",0
851,Diesen Spargelfond beiseite stellen.,1
19092,Schmeckt warm oder kalt.,0
15695,"Dazu schmeckt Reis und ein leichter, junger, halbtrockener Weißwein (z.B. Riesling)",0
13842,Das habe ich heute ausprobiert.,0
20182,Außerdem serviere ich dazu gerne einen Feldsalat.,0
19850,"Durch das süßliche Aroma der Äpfel, bekommt der Kuchen einen pikanten Geschmack und ist einmal was ganz anderes, als ein normaler Zwiebelkuchen.",0
47,"Aufkochen lassen und mit Salz, Pfeffer und Muskat würzen.",1
19624,Währenddessen für die Schalotten-Buttersauce den Zucker hellbraun karamellisieren.,1
413,"Mit 1 bis 1 1/2 Liter Wasser aufgießen, die fette Brühe dazugeben und 20 Minuten leicht köcheln lassen.",1
20384,Neben dem Fleisch ist die Soße der große Hit!,0
19389,Dazu passt Reis mit fruchtigem Chutney und Salat (Asia-Touch: ins Dressing ein bisschen Ingwer reiben!).,0
7,"Käse mit Mascarpone in einer Schüssel verrühren, Zwiebel darunter mischen",1
20404,"Durch ein feines Sieb passieren, die Spargelstücke zugeben, mit Salz, Pfeffer und Muskatnuss würzen und warm halten.",1
14150,"Tipp: Übrigens lohnt es sich, die Nudeln selbst zu machen, natürlich könnt ihr aber auch Fertignudeln verwenden.",0
2843,"Die Kartoffeln reiben (nicht zu fein), etwas ausdrücken und sofort mit Wasser, Zitronensaft und Salz vermischen.",1
19559,"Aber keine krause Petersilie, sonst wird es zu bitter.",0
20030,Darin nacheinander die Pfannkuchen ausbacken.,1
15368,"Das Ganze ist fertig, wenn der Mozzarella zerlaufen ist und die Eier gestockt sind.",0
19582,Für alle Nichtvegetarier: Mettenden oder Kohlwürste passen super dazu.,0
3209,Lorbeerblatt zugeben.,1
2531,Die Rückstände in der Pfanne mit dem restlichen Wein loskochen.,1
1677,"Nach nochmals 10 Min. alles mit der Sahne übergießen, wer will, auch das Hähnchen.",1
4709,"Lauch putzen, längs in Streifen schneiden, waschen und in sprudelndem Salzwasser 2 Minuten kochen.",1
18952,"Wer Fisch mag, der wird auch diese unkomplizierte Zubereitung mögen.",0
20032,Das Hühnerfrikassee mit Reis servieren.,1
20189,Man gibt einige Sultaninen hinzu und lässt kurz aufkochen.,1
20406,Am Besten schon am Vortag zubereiten.,0
14776,"Tipp: Wer mag, kann auch 1 klein geschnittene (über-)reife Mango und 1/2 Ananas in Würfeln dazugeben.",0
17676,Schwarzbrot passt auch ausgezeichnet dazu!,0
1357,Den Backofen auf 160 Grad vorheizen.,1
317,"Eier und saure Sahne verquirlen, in die Soße rühren und würzen.",1
11,"-8 zerdrückte Wacholderbeeren in das Bratfett geben, mit etwas Rotwein ablöschen und die Brühe angießen.",1
2713,"Füllung: Apfel vierteln, Gehäuse entfernen, in Würfel schneiden.",1
19788,"Da das Ganze nicht zu heiß sein sollte, ist es fast ein „dünsten“.So und nun das Ganze anrichten.",1
18334,Dazu passt Vanillesauce.,0
1271,Mit der Sahnesauce vermischen und auf Tellern anrichten.,1
29,"Bohnen und Kasseler in die Soße geben und heiß werden lassen, die gehackte Petersilie dazugeben und das Gericht mit Salz und Pfeffer abschmecken.",1
2417,"Tomaten waschen, (bei sehr fester Schale häuten) die Kerne entfernen und in kleine Würfel schneiden.",1
20215,Die Teigränder fest andrücken.,1
921,Restliche Erbsen in die Suppe geben.,1
1929,"3 EL Öl erhitzen, die Hähnchenpäckchen darin rundherum anbraten.",1
20023,Schmeckt am besten mit Spätzle oder Pommes.,0
18978,"Tipp: Wer mag, kann Sojasauce und Sambal Oelek (verleiht dem Gericht Schärfe), auch extra dazu reichen.",0
